CodigoParlamentar;CodigoPublicoNaLegAtual;NomeParlamentar;NomeCompletoParlamentar;SexoParlamentar;FormaTratamento;UrlFotoParlamentar;UrlPaginaParlamentar;EmailParlamentar;SiglaPartidoParlamentar;UfParlamentar;MembroMesa;MembroLideranca;NumeroTelefone;OrdemPublicacao;IndicadorFax;CodigoBloco;NomeBloco;NomeApelido;DataCriacao;CodigoMandato;UfParlamentar;DescricaoParticipacao;NumeroLegislatura;DataInicio;DataFim;NumeroLegislatura;DataInicio;DataFim;DescricaoParticipacao;CodigoParlamentar;NomeParlamentar;CodigoExercicio;DataInicio;DescricaoParticipacao;CodigoParlamentar;NomeParlamentar;DataFim;SiglaCausaAfastamento;DescricaoCausaAfastamento;UrlPaginaParticular;DataLeitura
"5376";"847";"Mara Gabrilli";"Mara Cristina Gabrilli";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5376.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5376";"sen.maragabrilli@senado.leg.br";;;;;"33032191";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5376";"847";"Mara Gabrilli";"Mara Cristina Gabrilli";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5376.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5376";"sen.maragabrilli@senado.leg.br";;;;;"33032775";"3";"Sim";;;;;;;;;;;;;;;;;;;;;;;;;;
"5376";"847";"Mara Gabrilli";"Mara Cristina Gabrilli";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5376.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5376";"sen.maragabrilli@senado.leg.br";"PSD";"SP";"Sim";"Não";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"569";"SP";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"3651";"Alfredo Cotait Neto";;;;;;;;;;
"5376";"847";"Mara Gabrilli";"Mara Cristina Gabrilli";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5376.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5376";"sen.maragabrilli@senado.leg.br";"PSD";"SP";"Sim";"Não";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"569";"SP";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6007";"Ivani Boscolo";;;;;;;;;;
"5376";"847";"Mara Gabrilli";"Mara Cristina Gabrilli";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5376.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5376";"sen.maragabrilli@senado.leg.br";"PSD";"SP";"Sim";"Não";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"569";"SP";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2922";"2019-02-01";;;;;;;;
"742";"813";"Marcelo Castro";"Marcelo Costa e Castro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/742";"sen.marcelocastro@senado.leg.br";;;;;"33034078";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"742";"813";"Marcelo Castro";"Marcelo Costa e Castro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/742";"sen.marcelocastro@senado.leg.br";;;;;"33036130";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"742";"813";"Marcelo Castro";"Marcelo Costa e Castro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/742";"sen.marcelocastro@senado.leg.br";"MDB";"PI";"Não";"Sim";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"539";"PI";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5910";"José Hamilton";;;;;;;;;;
"742";"813";"Marcelo Castro";"Marcelo Costa e Castro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/742";"sen.marcelocastro@senado.leg.br";"MDB";"PI";"Não";"Sim";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"539";"PI";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5911";"Rosário Bezerra";;;;;;;;;;
"742";"813";"Marcelo Castro";"Marcelo Costa e Castro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/742";"sen.marcelocastro@senado.leg.br";"MDB";"PI";"Não";"Sim";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"539";"PI";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2923";"2019-02-01";;;;;;;;
"285";"849";"Marcio Bittar";"Marcio Miguel Bittar";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/285";"sen.marciobittar@senado.leg.br";;;;;"33032115";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"285";"849";"Marcio Bittar";"Marcio Miguel Bittar";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/285";"sen.marciobittar@senado.leg.br";;;;;"33032119";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"285";"849";"Marcio Bittar";"Marcio Miguel Bittar";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/285";"sen.marciobittar@senado.leg.br";;;;;"33031652";"3";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"285";"849";"Marcio Bittar";"Marcio Miguel Bittar";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/285";"sen.marciobittar@senado.leg.br";"UNIÃO";"AC";"Não";"Não";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"536";"AC";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5902";"Eduardo Velloso";;;;;;;;;;
"285";"849";"Marcio Bittar";"Marcio Miguel Bittar";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/285";"sen.marciobittar@senado.leg.br";"UNIÃO";"AC";"Não";"Não";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"536";"AC";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5904";"Macapá";;;;;;;;;;
"285";"849";"Marcio Bittar";"Marcio Miguel Bittar";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/285";"sen.marciobittar@senado.leg.br";"UNIÃO";"AC";"Não";"Não";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"536";"AC";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2994";"2022-10-15";;;;;;;;
"285";"849";"Marcio Bittar";"Marcio Miguel Bittar";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/285";"sen.marciobittar@senado.leg.br";"UNIÃO";"AC";"Não";"Não";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"536";"AC";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2924";"2019-02-01";;;;"2022-05-31";"LCS";"Licença com convocação de suplente (sup 120 dias)";;
"285";"849";"Marcio Bittar";"Marcio Miguel Bittar";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/285";"sen.marciobittar@senado.leg.br";"UNIÃO";"AC";"Não";"Não";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"536";"AC";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;;
"5422";"868";"Marcos Rogério";"Marcos Rogério da Silva Brito";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5422.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5422";"sen.marcosrogerio@senado.leg.br";"PL";"RO";"Não";"Sim";"33036148";"1";"Não";"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"576";"RO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"6021";"Dr. Samuel Araújo";;;;;;;;;;
"5422";"868";"Marcos Rogério";"Marcos Rogério da Silva Brito";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5422.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5422";"sen.marcosrogerio@senado.leg.br";"PL";"RO";"Não";"Sim";"33036148";"1";"Não";"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"576";"RO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6022";"Pastor Severino";;;;;;;;;;
"5422";"868";"Marcos Rogério";"Marcos Rogério da Silva Brito";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5422.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5422";"sen.marcosrogerio@senado.leg.br";"PL";"RO";"Não";"Sim";"33036148";"1";"Não";"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"576";"RO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"3042";"2023-06-12";;;;;;;;
"5422";"868";"Marcos Rogério";"Marcos Rogério da Silva Brito";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5422.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5422";"sen.marcosrogerio@senado.leg.br";"PL";"RO";"Não";"Sim";"33036148";"1";"Não";"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"576";"RO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2926";"2019-02-01";;;;"2022-12-14";"LCS";"Licença com convocação de suplente (sup 120 dias)";;
"5422";"868";"Marcos Rogério";"Marcos Rogério da Silva Brito";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5422.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5422";"sen.marcosrogerio@senado.leg.br";"PL";"RO";"Não";"Sim";"33036148";"1";"Não";"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"576";"RO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;;
"5942";"862";"Marcos do Val";"Marcos Ribeiro do Val";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5942.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5942";"sen.marcosdoval@senado.leg.br";;;;;"33036747";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5942";"862";"Marcos do Val";"Marcos Ribeiro do Val";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5942.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5942";"sen.marcosdoval@senado.leg.br";;;;;"33036753";"3";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5942";"862";"Marcos do Val";"Marcos Ribeiro do Val";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5942.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5942";"sen.marcosdoval@senado.leg.br";"PODEMOS";"ES";"Não";"Sim";;;;"353";"Bloco Parlamentar Independência";"BLIND";"2024-04-09";"547";"ES";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5944";"Rosana Foerst";;;;;;;;;;
"5942";"862";"Marcos do Val";"Marcos Ribeiro do Val";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5942.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5942";"sen.marcosdoval@senado.leg.br";"PODEMOS";"ES";"Não";"Sim";;;;"353";"Bloco Parlamentar Independência";"BLIND";"2024-04-09";"547";"ES";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5945";"Ronaldo Libardi";;;;;;;;;;
"5942";"862";"Marcos do Val";"Marcos Ribeiro do Val";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5942.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5942";"sen.marcosdoval@senado.leg.br";"PODEMOS";"ES";"Não";"Sim";;;;"353";"Bloco Parlamentar Independência";"BLIND";"2024-04-09";"547";"ES";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2925";"2019-02-01";;;;;;;;
"6304";"910";"Margareth Buzetti";"Margareth Gettert Busetti";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6304.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6304";"sen.margarethbuzetti@senado.leg.br";"PSD";"MT";"Não";"Não";"33036408";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"592";"MT";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6305";"José Esteves de Lacerda Filho";"3055";"2023-12-21";"Titular";"6295";"Carlos Fávaro";;;;;
"6304";"910";"Margareth Buzetti";"Margareth Gettert Busetti";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6304.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6304";"sen.margarethbuzetti@senado.leg.br";"PSD";"MT";"Não";"Não";"33036408";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"592";"MT";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6305";"José Esteves de Lacerda Filho";"3047";"2023-11-24";"Titular";"6295";"Carlos Fávaro";"2023-12-12";"RET";"Retorno do titular";;
"6304";"910";"Margareth Buzetti";"Margareth Gettert Busetti";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6304.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6304";"sen.margarethbuzetti@senado.leg.br";"PSD";"MT";"Não";"Não";"33036408";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"592";"MT";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6305";"José Esteves de Lacerda Filho";"3036";"2023-02-02";"Titular";"6295";"Carlos Fávaro";"2023-11-21";"RET";"Retorno do titular";;
"6304";"910";"Margareth Buzetti";"Margareth Gettert Busetti";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6304.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6304";"sen.margarethbuzetti@senado.leg.br";"PSD";"MT";"Não";"Não";"33036408";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"592";"MT";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6305";"José Esteves de Lacerda Filho";"3007";"2023-01-02";"Titular";"6295";"Carlos Fávaro";"2023-01-31";"RET";"Retorno do titular";;
"6304";"910";"Margareth Buzetti";"Margareth Gettert Busetti";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6304.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6304";"sen.margarethbuzetti@senado.leg.br";"PSD";"MT";"Não";"Não";"33036408";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"592";"MT";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6305";"José Esteves de Lacerda Filho";"2982";"2022-06-07";"Titular";"6295";"Carlos Fávaro";"2022-10-05";"RET";"Retorno do titular";;
"6304";"910";"Margareth Buzetti";"Margareth Gettert Busetti";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6304.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6304";"sen.margarethbuzetti@senado.leg.br";"PSD";"MT";"Não";"Não";"33036408";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"592";"MT";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6305";"José Esteves de Lacerda Filho";;;"Titular";"6295";"Carlos Fávaro";;;;;
"6027";"881";"Mecias de Jesus";"Antônio Mecias Pereira de Jesus";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6027.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6027";"sen.meciasdejesus@senado.leg.br";;;;;"33035291";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"6027";"881";"Mecias de Jesus";"Antônio Mecias Pereira de Jesus";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6027.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6027";"sen.meciasdejesus@senado.leg.br";;;;;"33035292";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"6027";"881";"Mecias de Jesus";"Antônio Mecias Pereira de Jesus";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6027.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6027";"sen.meciasdejesus@senado.leg.br";"REPUBLICANOS";"RR";"Sim";"Sim";;;;"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"578";"RR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"6025";"Enfermeira Roberta";;;;;;;;;;
"6027";"881";"Mecias de Jesus";"Antônio Mecias Pereira de Jesus";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6027.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6027";"sen.meciasdejesus@senado.leg.br";"REPUBLICANOS";"RR";"Sim";"Sim";;;;"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"578";"RR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6026";"Afonso Parente";;;;;;;;;;
"6027";"881";"Mecias de Jesus";"Antônio Mecias Pereira de Jesus";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6027.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6027";"sen.meciasdejesus@senado.leg.br";"REPUBLICANOS";"RR";"Sim";"Sim";;;;"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"578";"RR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2890";"2019-02-01";;;;;;;;
"5985";"858";"Nelsinho Trad";"Nelson Trad Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5985.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5985";"sen.nelsinhotrad@senado.leg.br";;;;;"33036767";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;"https://www.nelsinhotrad.com.br/";
"5985";"858";"Nelsinho Trad";"Nelson Trad Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5985.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5985";"sen.nelsinhotrad@senado.leg.br";;;;;"33036768";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;"https://www.nelsinhotrad.com.br/";
"5985";"858";"Nelsinho Trad";"Nelson Trad Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5985.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5985";"sen.nelsinhotrad@senado.leg.br";"PSD";"MS";"Não";"Não";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"560";"MS";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5983";"José Chagas";;;;;;;;;"https://www.nelsinhotrad.com.br/";
"5985";"858";"Nelsinho Trad";"Nelson Trad Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5985.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5985";"sen.nelsinhotrad@senado.leg.br";"PSD";"MS";"Não";"Não";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"560";"MS";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5984";"Professora Bazé";;;;;;;;;"https://www.nelsinhotrad.com.br/";
"5985";"858";"Nelsinho Trad";"Nelson Trad Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5985.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5985";"sen.nelsinhotrad@senado.leg.br";"PSD";"MS";"Não";"Não";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"560";"MS";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2927";"2019-02-01";;;;;;;"https://www.nelsinhotrad.com.br/";
"5525";"803";"Omar Aziz";"Omar José Abdel Aziz";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5525";"sen.omaraziz@senado.leg.br";;;;;"33036579";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5525";"803";"Omar Aziz";"Omar José Abdel Aziz";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5525";"sen.omaraziz@senado.leg.br";;;;;"33036581";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5525";"803";"Omar Aziz";"Omar José Abdel Aziz";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5525";"sen.omaraziz@senado.leg.br";"PSD";"AM";"Não";"Sim";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"619";"AM";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1º Suplente";"6334";"Cheila Moreira";;;;;;;;;;
"5525";"803";"Omar Aziz";"Omar José Abdel Aziz";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5525";"sen.omaraziz@senado.leg.br";"PSD";"AM";"Não";"Sim";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"619";"AM";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2º Suplente";"4774";"João Pedro";;;;;;;;;;
"5525";"803";"Omar Aziz";"Omar José Abdel Aziz";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5525.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5525";"sen.omaraziz@senado.leg.br";"PSD";"AM";"Não";"Sim";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"619";"AM";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3031";"2023-02-01";;;;;;;;
"5924";"857";"Oriovisto Guimarães";"Oriovisto Guimaraes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5924.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5924";"sen.oriovistoguimaraes@senado.leg.br";"PODEMOS";"PR";"Não";"Não";"33031635";"1";"Não";"353";"Bloco Parlamentar Independência";"BLIND";"2024-04-09";"541";"PR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5921";"Paulo Salamuni";;;;;;;;;"http://www.oriovistoguimaraes.com.br/";
"5924";"857";"Oriovisto Guimarães";"Oriovisto Guimaraes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5924.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5924";"sen.oriovistoguimaraes@senado.leg.br";"PODEMOS";"PR";"Não";"Não";"33031635";"1";"Não";"353";"Bloco Parlamentar Independência";"BLIND";"2024-04-09";"541";"PR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5922";"Plinio Destro";;;;;;;;;"http://www.oriovistoguimaraes.com.br/";
"5924";"857";"Oriovisto Guimarães";"Oriovisto Guimaraes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5924.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5924";"sen.oriovistoguimaraes@senado.leg.br";"PODEMOS";"PR";"Não";"Não";"33031635";"1";"Não";"353";"Bloco Parlamentar Independência";"BLIND";"2024-04-09";"541";"PR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2928";"2019-02-01";;;;;;;"http://www.oriovistoguimaraes.com.br/";
"5523";"831";"Otto Alencar";"Otto Roberto Mendonça de Alencar";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5523";"sen.ottoalencar@senado.leg.br";;;;;"33033172";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5523";"831";"Otto Alencar";"Otto Roberto Mendonça de Alencar";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5523";"sen.ottoalencar@senado.leg.br";;;;;"33031464";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
